,height_cm,weight_kg,id,path_to_images
965,177.8,113.636,114225,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{10823118-1F68-49E0-BDCB-6231FF02A224}01s.jpg
966,170.18,69.091,114394,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{96FF6D6D-90D9-45EE-A2E1-C14BF34D88E8}01s.jpg
967,165.1,61.818,114406,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{6C731331-5E1A-484C-AEBE-1BCB06FE9C52}01s.jpg
968,162.56,70.455,108917,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{930AB010-A90F-4C22-B416-0E7A0131E3D8}01s.jpg
969,167.64,54.545,114492,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{CB3D50FD-08C9-4E44-954A-633821A592F3}01s.jpg
970,152.4,55.455,108918,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{AF6FBD6E-1E56-42FE-9CCE-50808E749FFA}01s.jpg
971,157.48,75.0,114508,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{21F45319-C894-4C9B-85ED-C1AB5383FCC2}01s.jpg
972,180.34,78.182,114513,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{9BA587AB-1C1B-4CDF-BAE4-3874849C5C76}01s.jpg
973,177.8,81.818,114516,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{4FF94EE6-169B-4899-B549-E06FB45F36DE}01s.jpg
974,167.64,50.0,114519,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{E95C3576-0FFD-4390-9383-F1A0D912A8B0}01s.jpg
975,162.56,68.182,102754,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{B49164AD-8541-47DC-BFD6-04FD6AB79B91}01s.jpg
976,160.02,59.091,114634,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{3EBBC084-E3FB-46E0-86CC-21E8C87E7CA7}01s.jpg
977,157.48,50.0,114638,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{40ECEE85-692D-4351-8B15-D7D0488396FC}01s.jpg
978,187.96,100.0,114644,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{4D0F5EE3-19E3-4DB5-8DA1-666F33CCC735}01s.jpg
979,180.34,96.364,114651,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{B3B1BCFF-B98E-43F1-A1C0-508F02A415C6}01s.jpg
980,177.8,84.091,114653,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{A0FF61BE-3F4B-4ACF-B9E4-1841B7C4176E}01s.jpg
981,180.34,91.818,114656,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{5905E59B-2351-46A7-AFDF-F2249F0A7A6D}01s.jpg
982,162.56,59.091,114840,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{D073FA37-513C-4591-AE8A-4A2455013251}01s.jpg
983,177.8,95.455,114926,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{2093F884-9DA2-4D8E-B26E-7D80CD25E2BA}01s.jpg
984,170.18,54.545,114928,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{A7A59F21-308D-4806-8ACF-C4668FA624D2}01s.jpg
985,165.1,72.727,114930,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{E1DB5C51-4C1F-46F8-AC44-87FAEAD49F1A}01s.jpg
986,177.8,75.909,108775,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{DEEE3878-7824-4FB0-A7E7-BBE07373CED8}01s.jpg
987,160.02,56.818,115077,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{A9EE35D7-91B7-42EB-8767-6448A561A84E}01s.jpg
988,170.18,60.0,115103,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{E94903C3-0E4D-407D-9CC7-1142F8666C3D}01s.jpg
989,165.1,65.909,115114,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{9964F1ED-5D96-4BF7-977E-7E29F7E8B824}01s.jpg
990,157.48,51.818,108477,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{5B987DEF-61D4-4082-92E5-9934CF4EFF23}01s.jpg
991,165.1,51.364,107444,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{2F25A978-FAE1-4F79-BF44-A94808CB1623}01s.jpg
992,170.18,71.818,115521,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{0CF9101B-224D-44D3-AB3D-51A931CD2AE7}01s.jpg
993,160.02,47.273,115714,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{22701554-3ECB-45B8-AFFA-EB4169AE56D5}01s.jpg
994,180.34,81.818,115718,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{A92D2453-701A-420D-BE8C-87598FE240A5}01s.jpg
995,182.88,72.727,115721,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{5FD24097-B91D-4597-9B8D-B91C3B79DF81}01s.jpg
996,147.32,57.727,111513,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{FD18CB93-FF24-4F10-9214-FDEC58FDDF18}01s.jpg
997,170.18,95.455,115809,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{01D505AA-C4E8-4353-8F0F-774D521B66E4}01s.jpg
998,170.18,116.818,115810,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{C971B904-3CF7-4702-99C1-9D5271C361C6}01s.jpg
999,190.5,104.091,115811,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{E536E11B-D098-4456-B7F1-4C129B047B20}01s.jpg
1000,193.04,93.182,115821,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{7A1B06DA-C5BF-4D5F-B2BF-8EB656F49EF3}01s.jpg
1001,170.18,65.909,115827,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{2CFFD19F-2EF3-4F7F-8E40-CC04EAF5A84D}01s.jpg
1002,180.34,65.909,115829,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{B024198A-CF75-436C-A225-51A952EC359E}01s.jpg
1003,162.56,81.818,115972,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{B437C7F3-4013-4EF8-9967-C42EC279F3F4}01s.jpg
1004,157.48,50.0,116010,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{92ADD6B2-B948-468B-8444-37D4318DD500}01s.jpg
1005,165.1,62.273,116151,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{94708B27-AB3E-4929-BE17-175545DA20EE}01s.jpg
1006,167.64,77.273,116154,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{6B87A0E4-75F9-4435-BE63-BFA6A317C16A}01s.jpg
1007,175.26,83.636,116216,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{6F5026A5-113F-48F3-8BD6-8074EA5D479E}01s.jpg
1008,177.8,104.545,116237,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{5FAF43E5-19EA-4309-9EE9-2DA68B684405}01s.jpg
1009,172.72,63.636,116254,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{76DBC4E5-88F5-4279-A2D3-72253718BFA3}01s.jpg
1010,177.8,71.364,116265,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{4D7C86DE-7055-41E4-8D98-C098FE20FE30}01s.jpg
1011,180.34,90.909,116320,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{2D63B9CD-6E3A-443F-8519-2B7960AD12F4}01s.jpg
1012,172.72,84.091,116321,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{F63C6111-28C6-4617-A33E-FB2347FB9855}01s.jpg
1013,170.18,72.727,116329,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{709C573A-D035-4D50-9787-E64DE31A7AA2}01s.jpg
1014,182.88,81.818,116449,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{D5C52B4A-AB55-41DF-AA4C-85CC421D30C0}01s.jpg
1015,170.18,75.0,116470,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{8D6002A8-4775-4840-B4A4-3DB6FEDCE280}01s.jpg
1016,167.64,86.364,116482,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{921D8AC0-5A06-4977-8079-6E97482BA649}01s.jpg
1017,170.18,55.455,116601,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{1C41BC9A-48F4-447A-B415-9D1EE479A878}01s.jpg
1018,170.18,72.727,116607,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{5D3EBC7C-30E4-441D-A6E8-BE331383630D}01s.jpg
1019,172.72,53.636,109898,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{8816909A-E4F2-481D-85A5-C2771FF45C2A}01s.jpg
1020,170.18,56.818,109899,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{33D1F1EB-D3B4-4B8E-BBD0-31BBD029E06C}01s.jpg
1021,175.26,62.727,109900,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{EB8445CD-4BFC-4FA9-804F-70C459259FF1}01s.jpg
1022,185.42,92.273,116622,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{67AE3126-5DCA-4C19-8A47-E3E382A02902}01s.jpg
1023,162.56,62.727,116623,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{9352D80D-0ED5-44E5-A951-206D93650D55}01s.jpg
1024,180.34,97.273,116626,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{97FBE1A8-2D71-4187-9A06-0ACAED11EBE0}01s.jpg
1025,182.88,68.182,116628,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{33B508D4-5644-4C7A-859F-803C08999E96}01s.jpg
1026,175.26,64.545,116632,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{0BEBD297-C218-4BDE-B99C-6D3000073896}01s.jpg
1027,177.8,90.909,116709,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{88E2199F-88A6-40E4-BEFB-70782F33A57B}01s.jpg
1028,162.56,57.727,116719,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{C99CE147-3676-4973-9F0B-08C551629383}01s.jpg
1029,162.56,59.091,109245,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{86A973B9-181D-4F48-8C63-1EB92823C537}01s.jpg
1030,177.8,84.091,116732,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{37EC5273-5900-41D8-AAC8-56A1F86687DC}01s.jpg
1031,152.4,52.273,116909,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{9C5A3BD2-BFD4-4365-B45E-6EC906352B4B}01s.jpg
1032,167.64,72.727,117046,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{F62B598E-B2DF-4F04-8F05-9CE933CD8065}01s.jpg
1033,177.8,108.182,117136,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{CB4A14E0-C59E-4E02-A024-30ADFDF62329}01s.jpg
1034,167.64,75.455,112576,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{31E89CBF-B0F2-4E13-B41C-276667EA5310}01s.jpg
1035,175.26,84.091,117182,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{7FD361DA-49B0-4CB9-B442-130F507A4265}01s.jpg
1036,177.8,77.273,117269,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{1AB76B6E-7B38-48D0-8148-84630E945155}01s.jpg
1037,157.48,68.182,117277,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{9E724A05-9E0C-42AA-9CD7-4E2F66E4ADD2}01s.jpg
1038,187.96,88.636,117288,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{6D0A4BBB-0FBF-48D2-9D61-C32B40DB259C}01s.jpg
1039,180.34,77.273,117425,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{F6F7515E-BDC8-4DB1-B92F-62BE5BDB530C}01s.jpg
1040,152.4,78.636,117427,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{C65206AB-9585-4BD7-9692-AF78494F73B2}01s.jpg
1041,177.8,63.636,117429,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{A026BB3D-6DE7-4CCC-A831-9BFA66631939}01s.jpg
1042,172.72,81.818,117438,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{7FB4F736-2950-400F-81BB-5AFC866C692B}01s.jpg
1043,170.18,62.273,117441,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{F6956512-9439-440D-BAAF-3450DF551339}01s.jpg
1044,170.18,79.091,117444,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{E7914223-EBC0-4DE5-870E-F7406A6F06EC}01s.jpg
1045,190.5,87.727,117522,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{8A003B59-A836-497A-BC12-DAEA667486E4}01s.jpg
1046,180.34,90.0,117831,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{BF70CB6E-B5D3-48FF-B4AA-2443CF4F0635}01s.jpg
1047,177.8,86.364,117834,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{135DB69E-CA4D-47BD-890D-35023BC28E3F}01s.jpg
1048,167.64,70.455,117942,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{7DF105BB-AB6B-4860-86BE-E5A889E97A72}01s.jpg
1049,182.88,78.182,117949,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{EC733A95-4791-42D4-8E37-0D0593B3BAFD}01s.jpg
1050,175.26,78.636,117968,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{D2572A33-E219-4D24-99BE-B65C1C442BA1}01s.jpg
1051,149.86,50.0,118105,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{34F20862-64DF-4602-AC81-1FF2EC64D159}01s.jpg
1052,182.88,93.182,118115,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{25E80EF8-02DA-4635-B406-E62A8505E85C}01s.jpg
1053,165.1,50.0,118291,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{1826EC26-E072-4245-A89C-3BEAA2340109}01s.jpg
1054,157.48,59.091,114031,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{A173BCA8-A836-4E3A-B227-7BC947A7B181}01s.jpg
1055,180.34,88.636,118502,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{6031BC09-A32D-47EF-A227-60E08943D86C}01s.jpg
1056,162.56,65.909,118557,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{EDFF443A-1118-4ECB-95CD-A58E6B10E97D}01s.jpg
1057,162.56,69.091,118568,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{9256F0FC-9218-473D-9604-379F104A0CAB}01s.jpg
1058,177.8,90.909,118580,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{B2209657-0AC4-4C14-8F4F-32996CDBCD67}01s.jpg
1059,165.1,68.182,118742,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{5CF208FF-F3AC-447D-B367-6C4655FE51C4}01s.jpg
1060,182.88,87.273,98018,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{77EEBE8D-604A-46C4-9F14-25CE530D1FEA}01s.jpg
1061,175.26,88.636,118748,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{DC131F30-420F-4C4B-8AEA-D9B5CD340732}01s.jpg
1062,175.26,72.727,118753,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{8A844227-455D-4611-97C2-2003DC2120B4}01s.jpg
1063,167.64,61.364,112947,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{A55B879A-B96E-4DEC-B015-BEBFA0BF13D0}01s.jpg
1064,154.94,53.636,118898,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{C50606D5-09ED-4956-8776-2A4E1ED40642}01s.jpg
1065,182.88,103.182,111315,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{E90219F9-2BD8-43ED-B6DD-D366A59BEF49}01s.jpg
1066,182.88,94.091,118904,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{94A4A775-CE9D-484B-ADAF-9F57D913B76A}01s.jpg
1067,152.4,53.636,118908,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{3ECF7353-4AE8-46B0-A50B-8165F62A2681}01s.jpg
1068,157.48,50.0,118911,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{63D92C2E-429F-47EB-BB8F-15EF8423C0BF}01s.jpg
1069,147.32,39.091,118914,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{BABEC396-725D-4269-8C50-B50CDDE38DAA}01s.jpg
1070,177.8,81.818,118918,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{25B60CE9-23A4-4D5C-B735-09DD6767E90B}01s.jpg
1071,175.26,59.091,118923,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{6FF5B804-B886-4877-9D34-4CC7EB03A350}01s.jpg
1072,190.5,109.091,118954,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{08A89C99-A8FA-4658-9DCD-9D04063B3DD0}01s.jpg
1073,170.18,59.091,119024,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{FB4F2A62-B829-416E-A924-F34F780B38E6}01s.jpg
1074,177.8,80.455,93539,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{C923F94C-059E-49D3-B496-C2B07862ACC9}01s.jpg
1075,172.72,90.455,119062,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{56845E12-2C6E-4B63-ABC8-735A42A72E5A}01s.jpg
1076,157.48,52.273,119200,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{6586C3BA-2ACA-4DB5-8B15-D329669A92EC}01s.jpg
1077,170.18,59.091,119203,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{0A74EA1F-61D5-428C-A45E-12069B1AFCE8}01s.jpg
1078,172.72,59.091,119213,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{60AD0B6B-A46A-42DF-A4E3-E9DE580F8036}01s.jpg
1079,162.56,73.636,119233,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{5496E2EA-7AEF-413B-B05E-E7CAEF0CFD6E}01s.jpg
1080,152.4,52.273,119238,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{7F915968-70A4-4ABF-A3BB-5304BB9FE84D}01s.jpg
1081,175.26,77.727,119422,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{157FD75B-1031-474A-9B11-A59C27FF66E3}01s.jpg
1082,172.72,78.636,112933,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{E6DABDCF-0831-446B-90A8-7B9D7E5DAB4A}01s.jpg
1083,162.56,61.818,119424,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{3AB7B474-1BA4-45FA-AE5E-3A02E0930CCB}01s.jpg
1084,167.64,65.909,119426,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{C2E8254A-1F06-49AC-AE45-B21591E5C8D6}01s.jpg
1085,170.18,50.0,63949,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{A68590D3-F1FD-4455-B9F2-4DB0255DF6BF}01s.jpg
1086,170.18,86.364,119489,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{E0655B25-22E4-41FE-9144-9D5EEFC214CA}01s.jpg
1087,165.1,83.182,119493,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{83A66C60-4315-4655-8559-39D91E1BFCCB}01s.jpg
1088,162.56,59.545,114840,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{15C28BC0-BF9D-47CB-9BDE-DBBD404F46B6}01s.jpg
1089,152.4,75.455,119720,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{40DBDBB1-9043-48FB-B331-8FA6595485D0}01s.jpg
1090,182.88,84.091,119722,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{267B14DF-2103-42C9-A381-50AFE397FE9B}01s.jpg
1091,182.88,100.0,119732,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{1D715AF5-7D3D-4FEC-862C-BAA229B26DF2}01s.jpg
1092,157.48,68.182,119754,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{AB499AAF-789B-4A39-ADFB-232A07597AC0}01s.jpg
1093,154.94,59.091,119878,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{92B22091-E6D5-4AE2-9921-E93E67026E24}01s.jpg
1094,170.18,86.364,119883,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{55CF38E9-B6A8-4D9E-ACE3-E334E69BA74D}01s.jpg
1095,193.04,118.182,119886,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{055405E4-68B7-489E-8C2C-4C80F1B52E6A}01s.jpg
1096,152.4,75.0,119890,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{BC3B7656-8FE3-481D-AB95-8ACD63F0C04A}01s.jpg
1097,177.8,85.455,119892,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{75862158-34D7-4F5A-8445-5EC7A1DEAABA}01s.jpg
1098,165.1,70.0,119896,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{BA848B75-753B-4F04-AAF8-82173E32A863}01s.jpg
1099,157.48,60.0,119900,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{89B6BE39-466B-4CDD-A901-9C18FA8217C0}01s.jpg
1100,175.26,80.0,119901,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{3098B6E8-193C-4F73-A0F4-A6F173119BEC}01s.jpg
1101,180.34,85.455,119902,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{424F67D3-9EBB-4E3C-9143-81618B807D9C}01s.jpg
1102,177.8,75.0,120011,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{CCDD575C-8749-4C96-967B-E9079FA50B38}01s.jpg
1103,187.96,95.455,120043,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{1BECA34E-E997-4270-B5A6-3F3243017EC8}01s.jpg
1104,157.48,66.818,88475,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{AC257406-B46C-4F57-BAE6-29289422588F}01s.jpg
1105,165.1,59.091,120056,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{3B45DC7F-B29B-47C2-9C49-B525D722A6A1}01s.jpg
1106,162.56,58.636,120143,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{1B8D36AE-2762-44E8-9018-FAD258E7D6BB}01s.jpg
1107,167.64,65.909,120165,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{D69E8AEF-D43C-448C-8A4D-8865F2A06531}01s.jpg
1108,172.72,88.182,120190,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{AEAA0E43-B1C7-4E66-ACFF-611F7DCC8209}01s.jpg
1109,172.72,82.273,120278,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{E70BE7CE-FCCB-44C9-A89E-127949CAB64B}01s.jpg
1110,157.48,54.091,120295,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{931EA737-799A-4D8C-8740-7641891837AA}01s.jpg
1111,180.34,77.727,120299,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{08F5E082-8A01-416D-9038-1D3C79F9A04A}01s.jpg
1112,152.4,51.818,120394,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{4D77C4CB-3ADE-4C46-A668-E164624688ED}01s.jpg
1113,170.18,80.909,120501,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{6A5CC545-FE57-477D-9DCC-A77A38FC8717}01s.jpg
1114,170.18,70.455,120560,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{B49F8F8D-4D27-48FF-8468-CB17F9BF8880}01s.jpg
1115,180.34,113.636,120755,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{347ADF3A-0198-45E3-BBED-BF9DCBCDB010}01s.jpg
1116,175.26,87.273,120956,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{65F91F2F-58C8-4D59-894E-DACAB046E45C}01s.jpg
1117,170.18,68.182,120958,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{E55E2735-D581-4A5F-BDD2-32C105C13508}01s.jpg
1118,167.64,72.727,120961,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{42D96FEE-F644-423A-B221-EA4531D300E5}01s.jpg
1119,160.02,53.182,120964,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{70DB6806-3BD2-4CB4-94DB-7E7FA3F74FD3}01s.jpg
1120,157.48,59.091,121068,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{D6BF32C4-4002-4E97-A996-0778CB478F02}01s.jpg
1121,162.56,49.091,121095,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{DD15389A-D95D-40CB-8B58-70A53041C065}01s.jpg
1122,175.26,55.455,121309,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{468B68C9-0162-4D06-9E6C-495E48F97446}01s.jpg
1123,165.1,61.364,107450,C:/Users/lucas/Desktop/Datasets_in_use/Silhouette_Local/separate_images\{DFE5FFC8-CED8-4882-BC38-D4C47EF7967F}01s.jpg
